number,label
8888888888,spam
8147723465,normal
6405887384,normal
6002553745,normal
7879899997,spam
9999999999,spam
7047707110,normal
9999999999,spam
7155564363,normal
7064677659,normal
7910670114,normal
9777998978,spam
8878778897,spam
9887899889,spam
8127691432,normal
9988899899,spam
8360284326,normal
7632822367,normal
8448715976,normal
8888888888,spam
7804551487,normal
8888888888,spam
7509113270,normal
6758151941,normal
7564930374,normal
9999999999,spam
9999999999,spam
6768003754,normal
7989778788,spam
9367361586,normal
9999999999,spam
9279769406,normal
7966361924,normal
6109928182,normal
6616406893,normal
8170243243,normal
8888888888,spam
8888888888,spam
9545776009,spam
9348675042,normal
8472348207,normal
8082714216,normal
6182352411,normal
8971536428,normal
9799898978,spam
7894026733,normal
9736748584,normal
9977897777,spam
8888888888,spam
6541616501,normal
8888888888,spam
7644055774,normal
6083506016,normal
9822505442,normal
9459761952,normal
9741130491,normal
9788787999,spam
9887798779,spam
9302782884,normal
6388323135,normal
9999999999,spam
8999898779,spam
7615782249,normal
7554165360,spam
8702403891,spam
9939359670,spam
2300855036,spam
9897878889,spam
9799879998,spam
8166590798,spam
8415211286,normal
9779888787,spam
8431461103,normal
8888888888,spam
7628722402,spam
8888888888,spam
9999999999,spam
8230882659,normal
7787987979,spam
8888888888,spam
7517653466,spam
8888888888,spam
9998897988,spam
7814741514,normal
8888888888,spam
8888888888,spam
7456704016,normal
3182987244,spam
9304351839,normal
8235559296,normal
9895392565,normal
9997899778,spam
8857624365,normal
8861189026,spam
9387419537,normal
6954311342,normal
6534702355,normal
8033265940,normal
8888888888,spam
4712348952,spam
7457645093,spam
7294615575,normal
8152045889,normal
9985953713,normal
8423639077,normal
7887997798,spam
7787798877,spam
9898998887,spam
8194224605,normal
9731474327,normal
9853095943,normal
9639913521,spam
9767478929,normal
9978799797,spam
8975262505,normal
8407906996,normal
5510689559,spam
8888888888,spam
9999999999,spam
7040715047,spam
6502011054,spam
6693947937,normal
9925719953,normal
8512058377,normal
9865530837,normal
8888888888,spam
6326399353,normal
8052780060,spam
6159980386,normal
7374191128,spam
9799898887,spam
9999999999,spam
9898789888,spam
9999999999,spam
8888888888,spam
7311688847,normal
8631517763,normal
8909827888,normal
7032216731,normal
6413668532,spam
8913802266,normal
6749581687,normal
7363115932,normal
9170722954,normal
9795199911,normal
7161478484,normal
7662440749,normal
9999999999,spam
9416672649,spam
7170033920,normal
9899977797,spam
7998888789,spam
8888888888,spam
7050284233,normal
8888888888,spam
9999999999,spam
7779999997,spam
7923239707,normal
8056141177,normal
6884104766,normal
6056629578,spam
6600777973,normal
8888888888,spam
8888888888,spam
9987988778,spam
6845394374,normal
9798878998,spam
8434847136,normal
7564988844,normal
6260484401,normal
7292865573,spam
7999887789,spam
9888877979,spam
9999999999,spam
9788877777,spam
9999999999,spam
9175659279,normal
9998997787,spam
8094250086,spam
9788898987,spam
9770596290,normal
9999999999,spam
9080115873,normal
6315636725,normal
7538567239,normal
7741953051,spam
8590814952,normal
7275983882,normal
9715095067,normal
6670875478,normal
7843178598,normal
9999999999,spam
9889778988,spam
8888888888,spam
8693021961,normal
9788887797,spam
9999999999,spam
8888888888,spam
1891949620,spam
6127021102,spam
6905172928,normal
6520058502,spam
8887899799,spam
8888888888,spam
8753856293,normal
8381126043,normal
6551772045,normal
7655817515,normal
8958251093,normal
8888888888,spam
6963146741,normal
9977877977,spam
9278271039,normal
9798797888,spam
7997877977,spam
8778799799,spam
9999999999,spam
8888888888,spam
9999999999,spam
8888888888,spam
9485428391,normal
7778887978,spam
8895122519,normal
9068634573,normal
7675182736,normal
9527812161,spam
6853115671,spam
9899797777,spam
7128300718,normal
9798978989,spam
9797899799,spam
7850186968,normal
8888888888,spam
7887998978,spam
9565460547,spam
8888888888,spam
9897797987,spam
9980262566,normal
6244788419,normal
9148684920,normal
8994468197,normal
9798989887,spam
7079696299,normal
7570074145,normal
6782267334,normal
7860992173,normal
6736459792,normal
8888888888,spam
8878797787,spam
8878878987,spam
6354511561,normal
9140165325,normal
7627861548,normal
8887978878,spam
7681520721,normal
9699245116,normal
7220362630,normal
7877798788,spam
8335209983,normal
9754978995,normal
7887889888,spam
6102515096,normal
9999999999,spam
6325719864,normal
6869828511,normal
9999999999,spam
6148664151,normal
7346940766,normal
8888888888,spam
9920528950,normal
6076355763,normal
9999999999,spam
7099567505,normal
6568429223,normal
8888888888,spam
7989879879,spam
6585883542,normal
8888888888,spam
9162032893,normal
9721451302,normal
8490124259,normal
7474455612,spam
8888888888,spam
6135605091,normal
9999999999,spam
8897799978,spam
8400769719,normal
8888888888,spam
8888888888,spam
9695050437,normal
8898787877,spam
9879799779,spam
6037429856,normal
9999999999,spam
9589794902,normal
9999999999,spam
7723660683,normal
9373308166,normal
9676706725,normal
9999999999,spam
9999798799,spam
7540269233,spam
9898779978,spam
9999999999,spam
8888888888,spam
8888888888,spam
7897897879,spam
8720543012,normal
7720174808,normal
7493404506,normal
9999999999,spam
7363450665,normal
8528531760,normal
8624848194,normal
9879987778,spam
6947545899,normal
9889999899,spam
9999999999,spam
9232615183,normal
7797777799,spam
6788900192,normal
9999999999,spam
9799596241,normal
8798979997,spam
8871564739,spam
9889887799,spam
7137785990,normal
8888888888,spam
7318966301,normal
7154233147,normal
8632111003,normal
9735283225,normal
8116166832,normal
7981404696,normal
9977798888,spam
7519651676,normal
7162862058,normal
9777879889,spam
8879086518,normal
9999999999,spam
7788989789,spam
8797108609,normal
6545538567,normal
9999999999,spam
8888888888,spam
8827294247,normal
9734719046,normal
9999999999,spam
6160174520,normal
7898987899,spam
8888888888,spam
8888888888,spam
6603278647,spam
8001077231,normal
7810926692,normal
9999999999,spam
9830484808,normal
9999999999,spam
9977787799,spam
9610586512,normal
8888888888,spam
8758678699,normal
9999999999,spam
7797898997,spam
7734532614,normal
9323719104,normal
6646878849,normal
7245194972,normal
7560165273,spam
9487447384,normal
8865162992,spam
9230869410,normal
9999999999,spam
8995081124,normal
8830473214,normal
9999999999,spam
6827507028,spam
7199450790,normal
8157174822,normal
9999999999,spam
9999999999,spam
9787789999,spam
6413295783,normal
1176083454,spam
9997898987,spam
7359927376,normal
7095136227,normal
6080015735,normal
7198236414,normal
7914701070,normal
8637973044,normal
6245526021,spam
6525288628,normal
7559510973,normal
9303668327,spam
6069908366,normal
6225773774,normal
9034488487,spam
8378177962,normal
8888888888,spam
6303448997,normal
9244354808,normal
6898721295,spam
8369381152,normal
8653441663,normal
7347071979,spam
8888888888,spam
9797889889,spam
9799968489,normal
6366476454,normal
7703507777,normal
6123580386,normal
8617793847,normal
7554292028,normal
9999999999,spam
8840915104,normal
9567048882,normal
9476731347,normal
7017092534,normal
8443268137,normal
8344548817,normal
9999999999,spam
7138832385,normal
7987989878,spam
6573252840,normal
8888888888,spam
6323383548,normal
9999999999,spam
9978999879,spam
9002774211,spam
8888888888,spam
9999999999,spam
6368873665,normal
9885197665,normal
8108168556,normal
7000698141,normal
8916956201,normal
9778788877,spam
8888888888,spam
6188078853,normal
8192859242,normal
9668738708,spam
8888888888,spam
8898877877,spam
9999999999,spam
9989877989,spam
8910347117,normal
8888888888,spam
9898888779,spam
8888888888,spam
7287543047,normal
8888888888,spam
8888888888,spam
6916751447,normal
9930435573,normal
8493353140,spam
9999999999,spam
6410559422,normal
6110545377,normal
7879899779,spam
9999999999,spam
9603198849,normal
8919836833,normal
9999999999,spam
8755390955,normal
7898878879,spam
7508559087,normal
9999999999,spam
6770571399,normal
7858596811,normal
7962412120,normal
6182154056,normal
8442959701,normal
9499765376,spam
9999999999,spam
8776660297,normal
9449433083,normal
8190381602,spam
8974992361,normal
9764491309,normal
9778988787,spam
7879799897,spam
7865324036,normal
6988063345,spam
7739364026,spam
8888888888,spam
8888888888,spam
9979898879,spam
7949814137,normal
8888888888,spam
6737712599,normal
9991326307,normal
6198805918,normal
8692970282,normal
8898978978,spam
8888888888,spam
7798889797,spam
8381948531,spam
9897877987,spam
9999999999,spam
9566047302,normal
7979987979,spam
7751146799,normal
7170253916,normal
8888888888,spam
9951356050,normal
7247948888,normal
8922060017,normal
7779777898,spam
9748290990,spam
2755885492,spam
8888888888,spam
7501834174,normal
8773718349,normal
7383540541,normal
8002316200,normal
7779889988,spam
9293727868,normal
8888888888,spam
6296617323,normal
8888888888,spam
8555751133,normal
8520852109,normal
9999999999,spam
6965864734,normal
7807543830,normal
9878987989,spam
8898789999,spam
9482182978,normal
9989998777,spam
7300344588,normal
9999999999,spam
8787999979,spam
8345564168,normal
8888888888,spam
8819621064,normal
9315408862,normal
7777989788,spam
7075673299,normal
7329050462,normal
8717191797,normal
6330868757,normal
7149669111,spam
8989889788,spam
7987977989,spam
9524026331,normal
9988897779,spam
9999999999,spam
9999999999,spam
6114047242,normal
7153360182,spam
8529793913,normal
8846858875,normal
6186576817,spam
7038578621,spam
8889988897,spam
7323142783,normal
8180398169,normal
9999999999,spam
6460244464,normal
8698106457,normal
8917803505,normal
8888888888,spam
9378153364,spam
9592710095,normal
9999999999,spam
9999999999,spam
7015583148,spam
7718947179,normal
7639857341,normal
9113266995,spam
8610051098,normal
8321078428,normal
9979889888,spam
6573746681,normal
9999999999,spam
8888888888,spam
8687109395,spam
8888888888,spam
6834386951,normal
8888888888,spam
9227293589,normal
6683611328,spam
8888888888,spam
6982781447,normal
9788997798,spam
8888888888,spam
9765733673,normal
9999989979,spam
9888797777,spam
6336003825,normal
9878787779,spam
8203264356,normal
9999999999,spam
8298777040,normal
9999999999,spam
8722826086,normal
8755734224,normal
9888998897,spam
8888888888,spam
9202138800,normal
8888888888,spam
8888888888,spam
9977979798,spam
8177845942,spam
9798977777,spam
6135115731,normal
8997888877,spam
8998877787,spam
7413450353,normal
9999999999,spam
8664245866,spam
6174915315,normal
8888888888,spam
6122288539,normal
6345220796,normal
8897899888,spam
8280418074,normal
8888888888,spam
7937508835,spam
9987989779,spam
6911708914,normal
8888888888,spam
9999999999,spam
9997240757,spam
6577069347,normal
9631178260,normal
8888888888,spam
7211317564,normal
6723180472,normal
8003413254,normal
7622988425,normal
9591936272,normal
9434576318,normal
8888888888,spam
9999999999,spam
7738757758,spam
9989998789,spam
9999999999,spam
7389930442,normal
8611101967,spam
6888579031,normal
9692573702,normal
9987799999,spam
8888888888,spam
7983101609,normal
7877887888,spam
9999999999,spam
9797997997,spam
9977987797,spam
9898354764,spam
6567093746,normal
9129410791,normal
9511420876,normal
6915661711,normal
7939576221,normal
9999888779,spam
6715948499,normal
9999999999,spam
9978877777,spam
7217864982,normal
8888888888,spam
9899887777,spam
7004648765,normal
9877339140,normal
6826478886,normal
7997977888,spam
9646351984,normal
8888888888,spam
7279965423,normal
8888888888,spam
7663941798,normal
9217032448,normal
8888888888,spam
6740546854,normal
9999999999,spam
9978879778,spam
9945982690,normal
7218109081,spam
9977898877,spam
8888888888,spam
9978979978,spam
8789989797,spam
9123872610,normal
9999999999,spam
9603907239,normal
8787897987,spam
8090396153,spam
8888888888,spam
9999999999,spam
8888888888,spam
7612395738,normal
9999999999,spam
9575867805,normal
9830931247,normal
8555492388,spam
7088174533,normal
7290736757,normal
8888888888,spam
5712634459,spam
8327761892,normal
7533037452,normal
9847670563,normal
9999999999,spam
8123107301,normal
8741346944,normal
7777724242,normal
8599025302,normal
9897979877,spam
6464202792,normal
7227753353,normal
8771630117,normal
6179029078,normal
7186099017,spam
9788999887,spam
8888888888,spam
8511178926,normal
6784304816,normal
9628991921,spam
6184773631,normal
8620020327,normal
7298528847,normal
7505461366,spam
6722384982,normal
6617770310,normal
8139223282,spam
8888888888,spam
9416031506,normal
9848193639,spam
7054083460,spam
9987879979,spam
8589567608,spam
6357691549,normal
7644610882,normal
7892614357,normal
9232832345,normal
9500687150,normal
6940620142,normal
9979797987,spam
9787799797,spam
9791514822,normal
8888888888,spam
9474324465,spam
9989989889,spam
9777878899,spam
7749650002,normal
9413925792,normal
8322306693,normal
6847499479,normal
4712799404,spam
6882040979,normal
8809245824,normal
9999999999,spam
8247596909,spam
9829060646,normal
9592378711,normal
9997777889,spam
8288855018,normal
6099525271,spam
9998898778,spam
9779798787,spam
7890554525,spam
9989987897,spam
9999999999,spam
6393856112,normal
9999999999,spam
6400219891,normal
8293834311,spam
8501279258,normal
9978888989,spam
5524218746,spam
8367707283,normal
9744089186,normal
7193469128,spam
8888888888,spam
9999999999,spam
8377161977,normal
8888888888,spam
9789898989,spam
7777888798,spam
8888888888,spam
9321682760,normal
9262288915,normal
8888888888,spam
7442609460,spam
8997987999,spam
9999999999,spam
9987999877,spam
9233261271,normal
8697315370,normal
6684271343,normal
9999999999,spam
9474506981,spam
8888888888,spam
7245375881,normal
8888888888,spam
8888888888,spam
7690827305,normal
9979779778,spam
6753336150,normal
7871110539,normal
9999999999,spam
7450650297,normal
8888888888,spam
6763531935,normal
7256591570,normal
7523744720,spam
9027630800,normal
9787899888,spam
7809910287,normal
8853151714,spam
6106714796,normal
9777987799,spam
9684621798,normal
8888888888,spam
9998998798,spam
6627818420,normal
9154908420,normal
8787798887,spam
4270012622,spam
6425638511,normal
8119803380,normal
8121302076,normal
6899885976,normal
7390911894,normal
9215458950,normal
9999999999,spam
9789879898,spam
6758944546,normal
8073516305,normal
6688516392,normal
7293707529,normal
7689256463,normal
9797799888,spam
8977979777,spam
7908281506,normal
9997779799,spam
6703725866,spam
9976931113,normal
8161636459,normal
8888888888,spam
7058385932,normal
9868297300,normal
9558127114,normal
9300702489,normal
9158965251,spam
9097368723,normal
7764118733,normal
9999999999,spam
9908384887,normal
8495694292,normal
7568428612,normal
8554308331,normal
7889898789,spam
7427458062,normal
9999999999,spam
8898799899,spam
8931776714,normal
8879988789,spam
9756354247,normal
8002271402,normal
6506846938,normal
6356370805,normal
8888888888,spam
8888888888,spam
7096928832,normal
9913082967,normal
9300297896,normal
7871028947,spam
9878877988,spam
8030685121,normal
6025526281,normal
8021335035,normal
9244866075,normal
7726298237,normal
8999778987,spam
8176529405,normal
8977997978,spam
3513012410,spam
9999999999,spam
6038196315,normal
9999999999,spam
9897979999,spam
7156113504,normal
9363669483,normal
9930349718,normal
9570742836,normal
6830268473,normal
9048079198,normal
7797779879,spam
9208085645,normal
9852875958,spam
9559448073,normal
8865778696,spam
7667818763,normal
6363952470,normal
9999999999,spam
9999999999,spam
9878889979,spam
7807202703,normal
8014868222,normal
7946811217,spam
9999999999,spam
9999999999,spam
6108434692,normal
7316235476,spam
6835818076,normal
8888888888,spam
9999999999,spam
6148139448,normal
9779877988,spam
8009734133,normal
9999999999,spam
8888888888,spam
8888888888,spam
8778897897,spam
8083128437,spam
9999999999,spam
7683392566,normal
4002548537,spam
6317756395,normal
8977877779,spam
9999999999,spam
8928814933,normal
8538553603,normal
9877988998,spam
6113269885,normal
3312827917,spam
9632942533,normal
7173235993,normal
9999999999,spam
8341092044,spam
9787887788,spam
9999779987,spam
9582402204,spam
6843617859,normal
7086955943,normal
8888888888,spam
7968904097,normal
8768556347,normal
6872287973,normal
9999999999,spam
8806730983,spam
6374091415,normal
9597286386,normal
9999999999,spam
7257116054,spam
8144724640,normal
9999979889,spam
7567122874,normal
9335110547,normal
9371514519,normal
6691041043,normal
6830919995,normal
6675067715,normal
8888888888,spam
9999999999,spam
6274717780,normal
8837752225,normal
8888888888,spam
9999897779,spam
7507596312,normal
8888888888,spam
8901204293,normal
9695964969,normal
9789997789,spam
8383030502,normal
9717166011,normal
8888888888,spam
7951252331,normal
6239369548,normal
6386367995,normal
8238081280,normal
9999999999,spam
8888888888,spam
8888888888,spam
9898787889,spam
9789897789,spam
6618465735,normal
8853389176,normal
9784786194,normal
9877787897,spam
9999999999,spam
8379900227,normal
7504606492,normal
9821401278,normal
7135229263,normal
6023122329,normal
6457241496,normal
6072849193,normal
9999999999,spam
9997778888,spam
7880401404,normal
7691820404,spam
9988787978,spam
9502300810,normal
9999999999,spam
8888888888,spam
8424214448,normal
9889898777,spam
8888888888,spam
9979997778,spam
9870566606,normal
7493195415,normal
9999999999,spam
9999999999,spam
6104308785,normal
8499054939,normal
7406134237,normal
9999999999,spam
8058648099,normal
8938441867,normal
9999999999,spam
6998509653,normal
9897779977,spam
8408750338,normal
8311899256,normal
7988888897,spam
9879977889,spam
7297756304,spam
8888888888,spam
9501236105,normal
9877897789,spam
6601179545,normal
8899601286,normal
7778898778,spam
8888888888,spam
8888888888,spam
6085191716,normal
8888888888,spam
8888888888,spam
9999999999,spam
7836927856,spam
7699694003,normal
8888888888,spam
8985375770,spam
9888879788,spam
9893672356,normal
8888888888,spam
9566046187,normal
8309228425,spam
8888888888,spam
6391194045,normal
9044743108,normal
6998883187,normal
8648196000,spam
9999999999,spam
9899787789,spam
9379585492,normal
8888888888,spam
7878897888,spam
8917427218,spam
7040694296,normal
8784289722,normal
8009316417,normal
8120651888,normal
8988787787,spam
6059113893,normal
9978789989,spam
8888888888,spam
7269523920,spam
9877788979,spam
9546521582,normal
8564270762,normal
8835623100,normal
9997998777,spam
9789987798,spam
7295787087,normal
6097391579,normal
9999999999,spam
8879978887,spam
6079683460,spam
7691831392,normal
9838015917,normal
9977989999,spam
6568261392,normal
6986450027,normal
8888888888,spam
8174606360,normal
9987998797,spam
8384772831,normal
9595589060,normal
8979587910,spam
7640906772,normal
6860928022,normal
9999999999,spam
6723690011,normal
9999999999,spam
7899999978,spam
7464253271,normal
6800021325,spam
7926172694,normal
6737785947,normal
7102186711,normal
8709878765,normal
9216708950,normal
8653488292,spam
8116680183,normal
6307374637,normal
8461904319,normal
9478160241,normal
7335159647,normal
7260182140,normal
8888888888,spam
9681536138,normal
8577696234,normal
6555225746,normal
6850909945,normal
7859072089,normal
7248834851,spam
9770894912,normal
9909023910,normal
8888888888,spam
7637089149,normal
7425159335,normal
8888888888,spam
7799987779,spam
6498988419,normal
9997778878,spam
7899987978,spam
9777788988,spam
9050394480,normal
8469993366,normal
6395287250,spam
9633685812,normal
7143157344,normal
9295089826,normal
5637003813,spam
7052715038,normal
7611909678,normal
7605704808,normal
9355317832,normal
7641245017,spam
7162112871,normal
9382004206,spam
9139351871,normal
9999989887,spam
6323978556,spam
7802282006,normal
9651653568,normal
8888888888,spam
6758873358,normal
8540072429,normal
6435724829,normal
9666163112,normal
8291593437,normal
9996890794,normal
8888888888,spam
9787787888,spam
9776473316,normal
8412250738,normal
7825924705,normal
7869873460,normal
9797978798,spam
9899899777,spam
8569578737,normal
7779979888,spam
8799047128,normal
8738384081,normal
8888888888,spam
6205437497,normal
9988989977,spam
8888888888,spam
6717947970,normal
7114239430,spam
7077610386,normal
9877979877,spam
7048727715,normal
7332037745,normal
6487203815,normal
8822321799,normal
8888888888,spam
7923205737,spam
9999999999,spam
6750129500,normal
9999999999,spam
9877998799,spam
9999999999,spam
9931060710,spam
9999999999,spam
7744217695,normal
7978878878,spam
7384473613,normal
8221364484,spam
8979888787,spam
7276545853,normal
7108469275,spam
9999999999,spam
8351491738,normal
7055389649,normal
7511590713,normal
6164305298,normal
7952232455,spam
9789899799,spam
8888888888,spam
8743787275,normal
9918521179,normal
9889789899,spam
9124173923,normal
7879997988,spam
8131558090,spam
8888888888,spam
9547610441,normal
8464951917,normal
9660948069,normal
9999999999,spam
9054045253,normal
7429433994,normal
9320617009,normal
9183909945,normal
8842389152,normal
6416198810,normal
7989987998,spam
6910839956,normal
6990090699,normal
6649816095,spam
9999999999,spam
6251667399,normal
9999999999,spam
8610334356,normal
8687574679,normal
8888888888,spam
8355715152,normal
9550010384,normal
9999999999,spam
8778997997,spam
6816109125,spam
9999999999,spam
9777999997,spam
9189313746,spam
9997788998,spam
9999999999,spam
8888888888,spam
8608545602,spam
7448960076,normal
8085825130,normal
8368630558,normal
8997052560,spam
7976739294,normal
9899797879,spam
6896650850,normal
8591299471,normal
6198890654,normal
9999999999,spam
9879787897,spam
7779877778,spam
8888888888,spam
7757868653,normal
9859194512,normal
9999999999,spam
7139928542,normal
6045399456,normal
7897797799,spam
9999999999,spam
8081160137,normal
9999999999,spam
7792931876,normal
9515859565,normal
8888888888,spam
8871422185,normal
7907854370,normal
8888888888,spam
9979979877,spam
8883728557,spam
9345620484,normal
4205002805,spam
7836927153,normal
9989978989,spam
6886207802,normal
6097352576,normal
7092939781,normal
9899898899,spam
7789390269,normal
7777787799,spam
9979997799,spam
8888888888,spam
7392560481,normal
8599866721,spam
7988879888,spam
9999999999,spam
9879887979,spam
7423478882,normal
9914092296,normal
8888888888,spam
9205099455,normal
6675974605,spam
7825225012,spam
9999999999,spam
7341362320,normal
7799978898,spam
7404165221,normal
9999999999,spam
8900950378,normal
9998999979,spam
9569753331,normal
9307399138,normal
6956508970,normal
8978979778,spam
9122633538,normal
7262104945,normal
9877989787,spam
9999897987,spam
9600977415,normal
9999999999,spam
9893037346,normal
6981337360,normal
8888888888,spam
6605212807,normal
9977295871,spam
9999999999,spam
6775919000,normal
9887899999,spam
8888888888,spam
8083022862,normal
9899879787,spam
7077346393,normal
7774555273,normal
7469982442,normal
8888888888,spam
8888888888,spam
9987977998,spam
8632182476,normal
6158751686,normal
9898877898,spam
9876326383,normal
7147154806,normal
9616782614,normal
8298416091,normal
9438557044,normal
7242216437,normal
8096476282,normal
8752635272,spam
6655852088,normal
9999999999,spam
6297388459,spam
7273803788,normal
9999999999,spam
6964454837,normal
8839955388,normal
9978799879,spam
8155531108,normal
8888888888,spam
9999999999,spam
8888888888,spam
8214644674,spam
9999999999,spam
5117330924,spam
8164924774,spam
9801247569,normal
8888888888,spam
8888888888,spam
9779439438,normal
8888888888,spam
7923296244,normal
9115701368,normal
7966548722,normal
8049040607,normal
8879899779,spam
8888888888,spam
7748272451,normal
6054211343,spam
7821136134,spam
0757736485,spam
8788989987,spam
9799999998,spam
6403265883,normal
9989987788,spam
8510382181,spam
9999999999,spam
9978778879,spam
7888878979,spam
9997879788,spam
8888888888,spam
8888888888,spam
9999999999,spam
9789997778,spam
9999999999,spam
9787899977,spam
7272566925,normal
6401812198,normal
7266622721,normal
8879888888,spam
9777887877,spam
7325362251,normal
8977978998,spam
9878898798,spam
7405732999,normal
9999999999,spam
8997888777,spam
9328044791,normal
9999999999,spam
6941513059,normal
7323853173,normal
6496671648,spam
9999999999,spam
8979897987,spam
9235645953,normal
8878877988,spam
9359536155,normal
9978977999,spam
8829698544,normal
9798997889,spam
9999887877,spam
8616838579,normal
6870451166,normal
9110909476,normal
7016252635,normal
8888888888,spam
9999999999,spam
7987979977,spam
9779779897,spam
9788978978,spam
9789787888,spam
9999999999,spam
7936346292,normal
9779877988,spam
8777987978,spam
7898777789,spam
8247301648,normal
9999999999,spam
8325321283,normal
9807440983,normal
8978997987,spam
6668053237,normal
9022511417,spam
9987978887,spam
9999999999,spam
9899797877,spam
6211731387,normal
6668079824,normal
9997997997,spam
9801125437,normal
6276988758,normal
6417499025,normal
6618662840,spam
8544626370,normal
8888888888,spam
6648634224,normal
